medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,is_brooklyn, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,2.0,N,2013-01-28 09:58:20,2013-01-28 09:59:53,1.0,92.0,0.0,-73.960014,40.582802,-73.960014,40.582802,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-31 06:58:56,2013-01-31 07:18:18,1.0,1161.0,5.0,-73.961929,40.583218,-73.980133,40.685097,True,,,,,,,,,,,,,
D9D614C6BAF1233FBFD92EECA768CD18,F3866CC52068990BFA8AE940ED4E989D,CMT,1.0,N,2013-01-19 01:09:38,2013-01-19 07:12:52,1.0,650.0,0.0,-73.961151,40.58493,-73.961243,40.584888,True,,,,,,,,,,,,,
1E8D300B0CFFFF0182B98454B71621A1,F061DDC6E618EBF3C941158374413DED,VTS,1.0,,2013-01-07 06:12:00,2013-01-07 06:13:00,1.0,60.0,0.0,-73.963593,40.580566,-73.963593,40.580566,True,,,,,,,,,,,,,
0836A7E37C5477AA1D8F213A7856AD9B,7D56E7608468BE86C34B4925FB6E87DE,VTS,1.0,,2013-01-07 06:50:00,2013-01-07 06:55:00,1.0,300.0,1.37,-73.960304,40.57777,-73.939148,40.576134,True,,,,,,,,,,,,,
C2479A07F921242A1A7362F5AF420752,224418C15802ED1D569974EB2BCB13D6,VTS,1.0,,2013-01-08 15:33:00,2013-01-08 15:38:00,1.0,300.0,0.04,-73.96373,40.581047,-73.963806,40.581093,True,,,,,,,,,,,,,
E6B77C1170F9C7D5E1AB70F07FE6C2FD,869CA17B4A63E141A71234451BF73CAE,VTS,1.0,,2013-01-08 22:47:00,2013-01-08 22:51:00,1.0,240.0,1.3,-73.959892,40.581863,-73.961243,40.599823,True,,,,,,,,,,,,,
132DCED0C0D70E6557992F9ED64A18D5,8C1B1D015EB4928F9204BF670AF602A9,VTS,1.0,,2013-01-09 00:54:00,2013-01-09 01:15:00,1.0,1260.0,15.68,-73.959541,40.578316,-73.989143,40.721428,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-25 11:41:16,2013-01-25 12:00:47,1.0,1171.0,2.2,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-25 12:22:18,2013-01-25 12:33:41,1.0,683.0,1.7,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-25 15:56:22,2013-01-25 15:59:02,1.0,160.0,0.5,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-25 16:14:27,2013-01-25 16:19:35,1.0,308.0,1.0,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,1.0,N,2013-01-25 15:59:52,2013-01-25 16:04:34,2.0,281.0,0.9,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 17:08:18,2013-01-25 17:30:36,1.0,1338.0,3.6,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,B18B4930B8E5E114171751935F22219E,CMT,2.0,N,2013-01-25 15:01:05,2013-01-25 15:46:12,2.0,2706.0,18.3,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 17:41:07,2013-01-25 17:57:26,1.0,979.0,1.7,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 21:43:52,2013-01-25 21:50:54,2.0,421.0,1.2,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-26 00:06:23,2013-01-26 00:11:23,2.0,300.0,1.1,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-25 21:51:41,2013-01-25 22:03:45,2.0,724.0,2.2,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
90CA6DC107A80124B1FB266E01677655,3B67A6164C3EE1304A1CD1F3520228B4,CMT,1.0,N,2013-01-26 00:27:49,2013-01-26 00:37:04,2.0,554.0,3.0,-73.960297,40.583408,-73.960297,40.583408,True,,,,,,,,,,,,,
